,FIPS,2013 Rural-urban Continuum Code,Population_2010,Civilian_labor_force_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,Cluster,State,Brewery_Count
298,9007,1.0,165676,92221,6.5,81721,103.5,0,CT,7.0
299,9009,2.0,862477,457171,8.0,69687,88.3,0,CT,31.0
300,9011,2.0,274055,131992,9.6,75226,95.3,0,CT,17.0
301,9013,1.0,152691,84598,6.2,90181,114.3,0,CT,2.0
304,10003,1.0,538479,298640,7.7,76076,108.1,0,DE,18.0
305,10005,2.0,197145,106004,7.5,64839,92.2,0,DE,15.0
306,11001,1.0,601723,409734,8.0,90395,100.0,0,DC,14.0
308,12003,1.0,27115,11759,4.9,60454,102.1,0,FL,0.0
309,12005,3.0,168852,82763,6.1,58376,98.6,0,FL,2.0
311,12009,2.0,543376,281591,6.6,57582,97.3,0,FL,9.0
316,12019,1.0,190865,105658,5.4,75776,128.0,0,FL,1.0
317,12021,2.0,321520,177497,6.9,76415,129.1,0,FL,4.0
321,12031,1.0,864263,485114,6.7,58339,98.5,0,FL,19.0
323,12035,2.0,95696,46636,7.6,62831,106.1,0,FL,1.0
334,12057,1.0,1229226,754552,7.1,61133,103.3,0,FL,31.0
336,12061,3.0,138028,64233,7.4,61173,103.3,0,FL,5.0
340,12069,1.0,297052,154028,8.9,57660,97.4,0,FL,5.0
341,12071,2.0,618754,345417,7.3,62364,105.3,0,FL,13.0
342,12073,2.0,275487,150626,5.8,55081,93.0,0,FL,7.0
346,12081,2.0,322833,176496,6.8,64151,108.4,0,FL,7.0
348,12085,2.0,146318,72180,6.1,70806,119.6,0,FL,0.0
350,12087,4.0,73090,44755,7.9,67528,114.1,0,FL,5.0
351,12089,1.0,73314,41338,5.7,72818,123.0,0,FL,3.0
352,12091,3.0,180822,96010,5.5,63520,107.3,0,FL,8.0
354,12095,1.0,1145956,737546,10.6,63133,106.6,0,FL,22.0
356,12099,1.0,1320134,717379,7.6,66621,112.5,0,FL,17.0
357,12101,1.0,464697,238327,7.2,55745,94.2,0,FL,8.0
358,12103,1.0,916542,484330,7.0,56708,95.8,0,FL,45.0
361,12109,1.0,190039,133843,5.3,90839,153.4,0,FL,4.0
362,12111,2.0,277789,145363,7.8,57292,96.8,0,FL,3.0
363,12113,2.0,151372,82647,5.2,66139,111.7,0,FL,4.0
364,12115,2.0,379448,184464,6.8,66258,111.9,0,FL,6.0
365,12117,1.0,422718,237769,7.2,69954,118.2,0,FL,7.0
366,12119,3.0,93420,32225,7.9,63464,107.2,0,FL,2.0
370,12127,2.0,494593,249560,7.6,53554,90.5,0,FL,10.0
371,12129,2.0,30776,14885,4.5,58640,99.1,0,FL,1.0
372,12131,3.0,55043,31957,5.9,62600,105.7,0,FL,3.0
380,13013,1.0,69367,40112,5.1,68924,111.3,0,GA,0.0
381,13015,1.0,100157,49719,6.2,60254,97.3,0,GA,2.0
388,13029,2.0,30233,18718,5.3,79296,128.0,0,GA,0.0
395,13045,1.0,110527,54475,6.4,59193,95.5,0,GA,1.0
396,13047,2.0,63942,32611,4.3,60753,98.1,0,GA,0.0
398,13051,2.0,265128,140631,7.6,57122,92.2,0,GA,6.0
401,13057,1.0,214346,133045,4.9,88635,143.1,0,GA,5.0
406,13067,1.0,688078,414357,5.9,79622,128.5,0,GA,13.0
409,13073,2.0,124053,74411,4.2,88285,142.5,0,GA,0.0
411,13077,1.0,127317,73981,6.2,79232,127.9,0,GA,1.0
415,13085,1.0,22330,12319,4.7,69155,111.6,0,GA,0.0
417,13089,1.0,691893,395683,8.0,63606,102.7,0,GA,20.0
421,13097,1.0,132403,72297,7.4,62915,101.6,0,GA,0.0
424,13103,2.0,52250,31400,5.0,71628,115.6,0,GA,0.0
429,13113,1.0,106567,56444,5.4,94563,152.6,0,GA,1.0
431,13117,1.0,175511,120904,4.6,113332,182.9,0,GA,2.0
433,13121,1.0,920581,557232,8.0,79235,127.9,0,GA,38.0
440,13135,1.0,805321,481453,6.3,72225,116.6,0,GA,14.0
442,13139,3.0,179684,101949,4.7,66698,107.7,0,GA,1.0
445,13145,2.0,32024,16527,4.6,74052,119.5,0,GA,0.0
448,13151,1.0,203922,115352,7.4,72927,117.7,0,GA,0.0
449,13153,3.0,139900,70418,5.2,65641,106.0,0,GA,0.0
451,13157,4.0,60485,39648,4.4,66645,107.6,0,GA,1.0
452,13159,1.0,13900,6756,4.9,59207,95.6,0,GA,0.0
458,13171,1.0,18317,7980,6.3,57402,92.7,0,GA,0.0
461,13177,3.0,28298,14763,4.6,72425,116.9,0,GA,0.0
475,13207,3.0,26424,12700,5.1,70488,113.8,0,GA,1.0
477,13211,1.0,17868,9142,5.4,67089,108.3,0,GA,1.0
480,13217,1.0,99958,51901,7.1,58222,94.0,0,GA,0.0
481,13219,3.0,32808,19208,3.8,100878,162.8,0,GA,1.0
483,13223,1.0,142324,85313,5.4,76580,123.6,0,GA,1.0
485,13227,1.0,29431,14927,4.8,66183,106.8,0,GA,2.0
487,13231,1.0,17869,8705,5.0,74905,120.9,0,GA,0.0
495,13247,1.0,85215,43989,7.6,60281,97.3,0,GA,0.0
520,13297,1.0,83768,44917,5.4,67007,108.2,0,GA,0.0
534,15003,2.0,953207,440915,10.2,86946,103.8,0,HI,16.0
537,16001,2.0,392365,257677,5.4,72295,118.8,0,ID,25.0
543,16013,7.0,21376,12666,7.8,75778,124.6,0,ID,3.0
544,16015,2.0,7028,3609,8.0,64443,105.9,0,ID,0.0
546,16019,3.0,104234,58136,4.0,65165,107.1,0,ID,2.0
550,16027,2.0,188923,105981,5.9,58670,96.4,0,ID,6.0
562,16051,3.0,26140,14142,3.4,63078,103.7,0,ID,0.0
564,16055,3.0,138494,81286,6.9,62764,103.2,0,ID,10.0
571,16069,3.0,39265,20793,4.9,67645,111.2,0,ID,1.0
584,17007,2.0,54165,25580,11.2,72426,104.6,0,IL,0.0
587,17013,1.0,5089,2228,7.6,63373,91.6,0,IL,0.0
594,17027,1.0,37762,19796,5.8,67201,97.1,0,IL,1.0
599,17037,1.0,105160,53031,8.2,64676,93.4,0,IL,2.0
602,17043,1.0,916924,484215,7.9,96354,139.2,0,IL,28.0
612,17063,1.0,50063,24269,8.8,83135,120.1,0,IL,0.0
622,17083,1.0,22985,10678,7.4,63351,91.5,0,IL,1.0
625,17089,1.0,515269,261649,9.1,84311,121.8,0,IL,14.0
627,17093,1.0,114736,66386,8.4,105586,152.6,0,IL,1.0
629,17097,1.0,703462,364544,8.1,92638,133.8,0,IL,21.0
636,17111,1.0,308760,158406,8.3,89379,129.1,0,IL,11.0
637,17113,3.0,169572,85103,6.8,69230,100.0,0,IL,5.0
640,17119,1.0,269282,131452,7.7,66591,96.2,0,IL,5.0
642,17123,2.0,12640,5085,7.4,63628,91.9,0,IL,0.0
645,17129,3.0,12705,6101,6.4,77306,111.7,0,IL,1.0
647,17133,1.0,32957,18386,5.6,90904,131.3,0,IL,2.0
654,17147,3.0,16729,8462,5.4,72265,104.4,0,IL,1.0
670,17179,2.0,135394,61977,8.1,66206,95.7,0,IL,0.0
679,17197,1.0,677560,344335,9.5,90249,130.4,0,IL,20.0
682,17203,2.0,38664,18012,6.1,77117,111.4,0,IL,1.0
684,18003,2.0,355329,184986,7.7,56838,98.6,0,IN,12.0
685,18005,3.0,76794,43802,6.5,71181,123.5,0,IN,3.0
688,18011,1.0,56640,35586,4.3,84137,146.0,0,IN,2.0
689,18013,1.0,15242,7568,6.7,59617,103.5,0,IN,1.0
690,18015,3.0,20155,9659,6.0,58965,102.3,0,IN,0.0
692,18019,1.0,110232,61138,7.2,59441,103.2,0,IN,2.0
697,18029,1.0,50047,25224,6.9,71351,123.8,0,IN,1.0
699,18033,4.0,42223,22116,6.9,59714,103.6,0,IN,1.0
701,18037,5.0,41889,22595,4.5,63869,110.9,0,IN,2.0
702,18039,3.0,197559,110494,7.5,55782,96.8,0,IN,5.0
704,18043,1.0,74578,41093,6.5,64614,112.1,0,IN,5.0
706,18047,6.0,23087,11270,5.9,67315,116.8,0,IN,0.0
711,18057,1.0,274569,182979,4.7,107710,186.9,0,IN,13.0
712,18059,1.0,70002,40363,5.6,77905,135.2,0,IN,2.0
713,18061,1.0,39364,19874,6.3,64270,111.5,0,IN,1.0
714,18063,1.0,145448,89386,5.0,85827,149.0,0,IN,3.0
718,18071,4.0,42376,23066,7.2,59472,103.2,0,IN,2.0
719,18073,1.0,33478,15583,7.0,65352,113.4,0,IN,1.0
723,18081,1.0,139654,82335,5.6,74427,129.2,0,IN,7.0
725,18085,4.0,77358,41420,6.1,64677,112.3,0,IN,3.0
726,18087,6.0,37128,19178,6.4,70746,122.8,0,IN,1.0
727,18089,1.0,496005,225185,10.3,57280,99.4,0,IN,16.0
731,18097,1.0,903393,495063,7.9,50707,88.0,0,IN,31.0
737,18109,1.0,68894,35605,5.4,63414,110.1,0,IN,2.0
738,18111,1.0,14244,6591,6.9,61457,106.7,0,IN,0.0
740,18115,1.0,6128,3157,7.4,58294,101.2,0,IN,0.0
746,18127,1.0,164343,83987,8.1,74064,128.5,0,IN,5.0
747,18129,2.0,25910,12834,4.9,68435,118.8,0,IN,1.0
749,18133,1.0,37963,16336,6.2,64098,111.2,0,IN,1.0
755,18145,1.0,44436,23086,7.1,59798,103.8,0,IN,0.0
762,18159,6.0,15936,9019,6.1,69960,121.4,0,IN,0.0
763,18161,1.0,7516,3443,5.5,53866,93.5,0,IN,1.0
769,18173,2.0,59689,31654,5.4,79644,138.2,0,IN,0.0
772,18179,2.0,27636,14006,5.7,61636,107.0,0,IN,0.0
774,18183,2.0,33292,17155,5.9,67347,116.9,0,IN,1.0
780,19011,2.0,26076,12924,5.0,70023,113.3,0,IA,0.0
781,19013,3.0,131090,67318,6.2,60010,97.1,0,IA,5.0
783,19017,3.0,24276,13500,3.9,67229,108.8,0,IA,1.0
790,19031,6.0,18499,10368,4.4,71029,114.9,0,IA,0.0
799,19049,2.0,66135,49406,3.6,97535,157.8,0,IA,1.0
805,19061,3.0,93653,54877,5.9,62481,101.1,0,IA,5.0
812,19075,3.0,12453,6273,4.4,73683,119.2,0,IA,1.0
813,19077,2.0,10954,5409,5.0,64965,105.1,0,IA,0.0
817,19085,2.0,14928,7060,4.0,63901,103.4,0,IA,1.0
826,19103,3.0,130882,84088,4.8,67295,108.9,0,IA,6.0
827,19105,2.0,20638,10253,5.7,63399,102.6,0,IA,0.0
831,19113,2.0,211226,118853,6.4,64783,104.8,0,IA,9.0
835,19121,2.0,15679,8347,5.7,72578,117.4,0,IA,1.0
839,19129,2.0,15059,7150,3.9,72679,117.6,0,IA,2.0
844,19139,4.0,42745,21053,6.0,61767,99.9,0,IA,1.0
849,19149,3.0,24986,14284,3.6,69165,111.9,0,IA,0.0
851,19153,2.0,430640,264807,6.0,67331,108.9,0,IA,16.0
852,19155,2.0,93158,47249,5.2,60322,97.6,0,IA,1.0
856,19163,2.0,165224,86403,6.8,65724,106.3,0,IA,9.0
859,19169,3.0,89542,56458,3.6,64151,103.8,0,IA,3.0
865,19181,2.0,46225,27577,4.6,79557,128.7,0,IA,4.0
866,19183,3.0,21704,11490,4.1,63230,102.3,0,IA,1.0
871,19193,3.0,102172,54467,5.3,58419,94.5,0,IA,3.0
881,20015,2.0,65880,32533,6.5,66199,106.7,0,KS,1.0
896,20045,3.0,110826,64225,6.1,62559,100.9,0,KS,6.0
913,20079,2.0,34684,16930,5.3,62961,101.5,0,KS,0.0
916,20085,3.0,13462,7213,5.4,60615,97.7,0,KS,0.0
917,20087,3.0,19126,10207,4.9,68549,110.5,0,KS,0.0
919,20091,1.0,544179,342146,5.1,91913,148.2,0,KS,8.0
921,20095,2.0,7858,3343,5.2,56907,91.7,0,KS,0.0
925,20103,1.0,76227,36746,5.8,75840,122.3,0,KS,0.0
927,20107,1.0,9656,4379,7.0,62876,101.4,0,KS,0.0
934,20121,1.0,32787,17681,5.0,74428,120.0,0,KS,0.0
948,20149,3.0,21604,11981,4.3,73685,118.8,0,KS,0.0
960,20173,2.0,498365,257217,8.7,60014,96.8,0,KS,12.0
962,20177,3.0,177934,91343,5.9,59451,95.8,0,KS,5.0
972,20197,3.0,7053,3677,4.2,66168,106.7,0,KS,0.0
986,21015,1.0,118811,70071,5.4,78806,150.8,0,KY,1.0
990,21023,1.0,8488,3744,6.2,53289,102.0,0,KY,0.0
993,21029,1.0,74319,42031,6.4,66335,126.9,0,KY,0.0
997,21037,1.0,90336,49647,5.6,66520,127.3,0,KY,5.0
1003,21049,2.0,35613,17006,6.6,55428,106.1,0,KY,1.0
1008,21059,3.0,96656,45710,6.1,52620,100.7,0,KY,1.0
1012,21067,2.0,295803,172284,5.7,58981,112.9,0,KY,9.0
1015,21073,4.0,49285,24745,6.6,58917,112.7,0,KY,3.0
1017,21077,1.0,8589,4012,6.0,55273,105.8,0,KY,0.0
1019,21081,1.0,24662,11525,7.1,55210,105.7,0,KY,0.0
1024,21091,3.0,8565,3808,6.1,60626,116.0,0,KY,0.0
1025,21093,3.0,105543,47581,7.1,57711,110.4,0,KY,1.0
1029,21101,2.0,46250,20921,6.1,53199,101.8,0,KY,1.0
1030,21103,1.0,15416,8071,5.7,51806,99.1,0,KY,0.0
1034,21111,1.0,741096,390487,6.8,59025,113.0,0,KY,23.0
1035,21113,2.0,48586,26160,5.6,62533,119.7,0,KY,0.0
1037,21117,1.0,159720,86062,5.8,68692,131.5,0,KY,2.0
1060,21163,3.0,28602,11749,7.1,54946,105.1,0,KY,0.0
1068,21179,6.0,43437,22755,6.9,64795,124.0,0,KY,1.0
1071,21185,1.0,60316,32438,4.8,101152,193.6,0,KY,0.0
1074,21191,1.0,14877,6803,5.2,58962,112.8,0,KY,0.0
1083,21209,2.0,47173,29378,6.3,74719,143.0,0,KY,0.0
1084,21211,1.0,42074,25191,5.5,71737,137.3,0,KY,0.0
1086,21215,1.0,17061,10254,5.8,79863,152.8,0,KY,0.0
1090,21223,1.0,8809,3789,6.8,58998,112.9,0,KY,0.0
1092,21227,3.0,113792,63256,6.6,53238,101.9,0,KY,1.0
1098,21239,2.0,24939,14929,5.0,67815,129.8,0,KY,1.0
1101,22005,2.0,107215,64136,6.7,83072,162.5,0,LA,1.0
1106,22015,2.0,116979,56750,6.4,54080,105.8,0,LA,1.0
1110,22023,3.0,6839,3520,5.7,60317,118.0,0,LA,0.0
1115,22033,2.0,440171,228974,7.8,56303,110.2,0,LA,3.0
1124,22051,1.0,432552,211563,9.3,55909,109.4,0,LA,0.0
1126,22055,2.0,221578,113811,7.1,60053,117.5,0,LA,2.0
1127,22057,3.0,96318,41475,6.5,54145,105.9,0,LA,1.0
1130,22063,2.0,128026,68265,6.4,63852,124.9,0,LA,1.0
1136,22075,1.0,23042,9649,7.0,60795,119.0,0,LA,0.0
1143,22089,1.0,52780,24644,7.8,71579,140.1,0,LA,0.0
1145,22093,1.0,22102,9058,9.7,57250,112.0,0,LA,0.0
1150,22103,1.0,233740,116466,6.8,71526,140.0,0,LA,4.0
1159,22121,2.0,23788,13502,7.2,65344,127.9,0,LA,0.0
1161,22125,2.0,15625,5276,5.4,65296,127.8,0,LA,0.0
1163,23001,3.0,107702,54470,5.5,58958,100.2,0,ME,5.0
1165,23005,2.0,281674,160863,5.3,75254,127.9,0,ME,40.0
1174,23023,2.0,35293,19259,4.7,65841,111.9,0,ME,2.0
1178,23031,2.0,197131,110884,5.4,66803,113.6,0,ME,18.0
1180,24003,1.0,537656,310413,5.8,100916,116.5,0,MD,5.0
1181,24005,1.0,805029,445695,6.8,76972,88.8,0,MD,9.0
1182,24009,1.0,88737,48543,5.2,111056,128.2,0,MD,7.0
1184,24013,1.0,167134,93073,5.1,101810,117.5,0,MD,7.0
1185,24015,1.0,101108,52083,5.9,75307,86.9,0,MD,6.0
1186,24017,1.0,146551,86099,6.7,102510,118.3,0,MD,1.0
1188,24021,1.0,233385,132867,5.9,102951,118.8,0,MD,16.0
1190,24025,1.0,244826,138337,5.8,91492,105.6,0,MD,7.0
1191,24027,1.0,287085,184474,5.2,121329,140.0,0,MD,6.0
1193,24031,1.0,971777,548398,6.3,110012,127.0,0,MD,11.0
1194,24033,1.0,863420,504276,8.2,85357,98.5,0,MD,4.0
1195,24035,1.0,47798,27202,5.5,101350,117.0,0,MD,4.0
1196,24037,3.0,105151,57281,4.8,89123,102.9,0,MD,2.0
1203,25001,3.0,215888,108128,10.2,82686,96.5,0,MA,7.0
1205,25005,1.0,548285,293532,10.2,69857,81.5,0,MA,12.0
1207,25009,1.0,743159,414660,9.8,83253,97.1,0,MA,22.0
1210,25015,2.0,158080,85661,7.2,74142,86.5,0,MA,15.0
1212,25019,7.0,10172,7664,10.3,96030,112.1,0,MA,1.0
1213,25021,1.0,670850,380061,8.3,106851,124.7,0,MA,10.0
1214,25023,1.0,494919,276733,9.5,90584,105.7,0,MA,12.0
1215,25025,1.0,722023,446558,9.7,75843,88.5,0,MA,14.0
1216,25027,2.0,798552,432005,8.8,77795,90.8,0,MA,30.0
1219,26005,4.0,111408,62253,7.3,66568,111.8,0,MI,9.0
1224,26015,2.0,59173,31350,7.4,67703,113.7,0,MI,3.0
1235,26037,2.0,75382,40089,6.6,72666,122.1,0,MI,3.0
1239,26045,2.0,107759,56112,7.7,65891,110.7,0,MI,6.0
1244,26055,5.0,86986,48974,8.4,65041,109.3,0,MI,14.0
1249,26065,2.0,280895,146960,7.5,54704,91.9,0,MI,9.0
1255,26077,2.0,250331,131618,7.2,56739,95.3,0,MI,18.0
1257,26081,2.0,602622,357123,7.6,66560,111.8,0,MI,45.0
1260,26087,1.0,88319,40138,12.5,66415,111.6,0,MI,1.0
1263,26093,1.0,180967,99598,8.8,87827,147.6,0,MI,7.0
1266,26099,1.0,840978,439510,12.0,65051,109.3,0,MI,13.0
1272,26111,3.0,83629,39706,7.5,69859,117.4,0,MI,1.0
1274,26115,3.0,152021,74397,8.9,64341,108.1,0,MI,1.0
1279,26125,1.0,1202362,648742,9.3,81257,136.5,0,MI,35.0
1286,26139,2.0,263801,158936,6.8,69827,117.3,0,MI,23.0
1296,26159,2.0,76258,34835,8.3,58733,98.7,0,MI,10.0
1297,26161,2.0,344791,193659,6.4,76728,128.9,0,MI,19.0
1301,27003,1.0,330844,198304,6.3,83363,111.9,0,MN,7.0
1308,27017,2.0,35386,17715,7.2,65749,88.2,0,MN,1.0
1309,27019,1.0,91042,58673,5.2,101891,136.7,0,MN,5.0
1312,27025,1.0,53887,30083,6.6,84811,113.8,0,MN,0.0
1318,27037,1.0,398552,242394,6.2,89075,119.5,0,MN,7.0
1319,27039,3.0,20087,12042,5.4,86436,116.0,0,MN,1.0
1324,27049,4.0,46183,26659,5.9,71497,95.9,0,MN,3.0
1326,27053,1.0,1152425,710270,6.6,82323,110.5,0,MN,52.0
1329,27059,1.0,37816,21430,6.8,77963,104.6,0,MN,1.0
1339,27079,1.0,27703,16186,6.8,75519,101.3,0,MN,1.0
1351,27103,3.0,32727,20752,4.8,71067,95.4,0,MN,1.0
1354,27109,3.0,144248,91030,5.4,80631,108.2,0,MN,5.0
1361,27123,1.0,508640,290181,6.9,68652,92.1,0,MN,24.0
1365,27131,4.0,64142,37193,5.2,72438,97.2,0,MN,4.0
1369,27139,1.0,129928,83897,5.9,108718,145.9,0,MN,5.0
1370,27141,1.0,88499,52434,6.1,95323,127.9,0,MN,2.0
1371,27143,1.0,15226,8373,5.5,66757,89.6,0,MN,0.0
1372,27145,3.0,150642,90863,5.7,66449,89.2,0,MN,7.0
1381,27163,1.0,238136,143583,5.6,100857,135.3,0,MN,3.0
1385,27171,1.0,124700,75721,5.5,91374,122.6,0,MN,4.0
1403,28033,1.0,161252,90498,6.0,67450,146.9,0,MS,0.0
1409,28045,2.0,43929,18692,8.5,50401,109.7,0,MS,1.0
1416,28059,2.0,139668,58435,9.5,53414,116.3,0,MS,3.0
1422,28071,4.0,47351,26570,6.1,54034,117.6,0,MS,0.0
1423,28073,3.0,55658,30544,6.0,62606,136.3,0,MS,0.0
1431,28089,2.0,95203,52376,6.6,70824,154.2,0,MS,0.0
1447,28121,2.0,141617,74377,5.3,67284,146.5,0,MS,0.0
1455,28137,1.0,28886,11990,7.7,50188,109.3,0,MS,0.0
1470,29003,3.0,17291,9749,4.0,62823,109.5,0,MO,0.0
1478,29019,3.0,162642,96381,4.2,58029,101.1,0,MO,5.0
1481,29025,1.0,9424,4279,5.4,52872,92.2,0,MO,1.0
1482,29027,3.0,44332,21366,4.5,58720,102.3,0,MO,0.0
1484,29031,3.0,75674,40333,5.2,57618,100.4,0,MO,3.0
1487,29037,1.0,99478,54079,5.3,73882,128.8,0,MO,2.0
1490,29043,2.0,77422,45241,4.9,63400,110.5,0,MO,1.0
1492,29047,1.0,221939,136568,6.1,70705,123.2,0,MO,9.0
1493,29049,1.0,20743,10564,5.9,64541,112.5,0,MO,0.0
1494,29051,3.0,75990,39151,4.4,61847,107.8,0,MO,2.0
1504,29071,1.0,101492,52661,6.2,61428,107.1,0,MO,4.0
1516,29095,1.0,674158,360213,7.1,57907,100.9,0,MO,29.0
1518,29099,1.0,218733,116774,6.1,68779,119.9,0,MO,2.0
1522,29107,1.0,33381,16582,5.3,62264,108.5,0,MO,0.0
1525,29113,1.0,52566,28723,6.3,69178,120.6,0,MO,0.0
1544,29151,3.0,13878,7078,3.6,60728,105.8,0,MO,0.0
1551,29165,1.0,89322,58458,5.4,84456,147.2,0,MO,1.0
1557,29177,1.0,23494,10966,6.9,61678,107.5,0,MO,0.0
1560,29183,1.0,360485,224521,5.2,89236,155.5,0,MO,10.0
1564,29189,1.0,998954,524721,6.3,70161,122.3,0,MO,10.0
1577,29219,1.0,32513,18207,5.8,63726,111.1,0,MO,0.0
1580,29225,2.0,36202,17322,5.3,54844,95.6,0,MO,0.0
1588,30009,3.0,10078,5567,6.0,57585,100.6,0,MT,1.0
1598,30029,5.0,90928,49357,7.8,61334,107.1,0,MT,9.0
1599,30031,5.0,89513,70434,5.0,73731,128.8,0,MT,11.0
1608,30049,5.0,63395,36479,5.0,66075,115.4,0,MT,5.0
1615,30063,3.0,109299,64123,6.3,57279,100.1,0,MT,13.0
1625,30083,7.0,9746,5938,6.4,69095,120.7,0,MT,1.0
